,003ba30e1374a6ea2cfed3594df32399,"market for hazardous waste, for incineration",Europe without Switzerland,-7.10493e-05,kilogram,cutoff38,f16ebe0cf00906d23646f15369313fe6,"treatment of low level radioactive waste, plasma torch incineration",CH,-0.09,cubic meter
922,a0425bc1c17ecbe9191db31aabcb56f4,"treatment of waste polyethylene, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
923,a089dd690879cbc88e365a8fefb109ec,"treatment of waste polypropylene, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
924,a0d560f967cc6d2c02e4f006cc78d29a,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
925,a0edcd8d0cb763ff1a5da9c213e37e16,"treatment of waste plastic, mixture, municipal incineration",RoW,-2.90562014653083e-06,kilogram,cutoff38,,,,,
926,a0edcd8d0cb763ff1a5da9c213e37e16,"treatment of municipal solid waste, incineration",ES,-0.0385455010567916,kilogram,cutoff38,,,,,
927,a0edcd8d0cb763ff1a5da9c213e37e16,"market for hazardous waste, for incineration",CH,-8.41252879788507e-06,kilogram,cutoff38,,,,,
928,a0edcd8d0cb763ff1a5da9c213e37e16,"market for hazardous waste, for incineration",Europe without Switzerland,-0.000321833325844,kilogram,cutoff38,,,,,
929,a0edcd8d0cb763ff1a5da9c213e37e16,"market for hazardous waste, for incineration",RoW,-0.0006692365237557,kilogram,cutoff38,,,,,
930,a1bf3c7e192ad615c3da949d66c6cc6d,"treatment of waste polyethylene, municipal incineration",RoW,-0.917668515874329,kilogram,cutoff38,,,,,
931,a1c81b0cdd2bff9f176b206b0b57faba,"treatment of waste polystyrene, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
932,a2ab81fbd509dd88b030c4b30ede329e,"market for hazardous waste, for incineration",RoW,-0.031,kilogram,cutoff38,,,,,
933,a2ed0b3b06a96298d2752a24db420019,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.670191344336828,kilogram,cutoff38,,,,,
934,a31377d6c9a8002171e09251cbc76b13,"market for hazardous waste, for incineration",RoW,-0.0008,kilogram,cutoff38,,,,,
935,a3203bb7f2864447042898a1084fa8ae,"market for hazardous waste, for incineration",RoW,-0.0003795329591613,kilogram,cutoff38,,,,,
936,a34cc59c417c1c98957c2a49d12489a8,"treatment of municipal solid waste, incineration",RoW,-0.0625465,kilogram,cutoff38,,,,,
937,a37d19fe93bab8337bb6abd8e6c9dfe6,"treatment of waste textile, soiled, municipal incineration",RoW,-0.990717150895866,kilogram,cutoff38,,,,,
938,a3be80df6ce81e3fba92e0d353a231dc,"market for hazardous waste, for incineration",RoW,-0.024553,kilogram,cutoff38,,,,,
939,a3ca55ad59379806735c430f8fe8f267,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
940,a3d5573b65dc3dab901ac26c346a5708,"market for hazardous waste, for incineration",RoW,-9.17389830508e-07,kilogram,cutoff38,,,,,
941,a3f865404a0b2e247d01790ffada1c18,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
942,a564582883ddc442a787742d04c440f9,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.0155,kilogram,cutoff38,,,,,
943,a5ab800d90e14573f2fcb49a86f76615,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.0625465376023827,kilogram,cutoff38,,,,,
944,a5af2cbc1ccf0e7fcb95606c2b854017,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0016346706951284,kilogram,cutoff38,,,,,
945,a5af2cbc1ccf0e7fcb95606c2b854017,"market for hazardous waste, for incineration",CH,-4.27293048715846e-05,kilogram,cutoff38,,,,,
946,a5da8f728ac4bcacd478b7386e2d94ee,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0004991,kilogram,cutoff38,,,,,
947,a6899790ff3bcfff4e7ead973e204f44,"treatment of waste paint, hazardous waste incineration, with energy recovery",CH,-0.291037542985332,kilogram,cutoff38,,,,,
948,a6899790ff3bcfff4e7ead973e204f44,"treatment of waste paint, hazardous waste incineration",CH,-0.291037542985332,kilogram,cutoff38,,,,,
949,a6899790ff3bcfff4e7ead973e204f44,"treatment of waste paint, municipal incineration with fly ash extraction",CH,-0.0575079593655217,kilogram,cutoff38,,,,,
950,a6ae844f5ce96106d27ca265854d4be9,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0001861345551267,kilogram,cutoff38,,,,,
951,a6ae844f5ce96106d27ca265854d4be9,"market for hazardous waste, for incineration",CH,-4.86544487329955e-06,kilogram,cutoff38,,,,,
952,a702bce1db1537f056c187ce74e3497f,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
953,a739f174cdde76b173b917f8eae7e5c2,"treatment of biowaste, municipal incineration",GLO,-0.010539639296842,kilogram,cutoff38,,,,,
954,a76c5f938460212275d664d2b960ade2,"market for hazardous waste, for incineration",RoW,-0.000298908987866,kilogram,cutoff38,,,,,
955,a7915fa22ddf946cb04ae8a033806cb1,"market for hazardous waste, for incineration",RoW,-0.00125,kilogram,cutoff38,,,,,
956,a7bd39f266c867bd9c55ee5c702a39be,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.194184993223805,kilogram,cutoff38,,,,,
957,a7bd39f266c867bd9c55ee5c702a39be,"treatment of municipal solid waste, incineration",ES,-2576.0276581431,kilogram,cutoff38,,,,,
958,a7bd39f266c867bd9c55ee5c702a39be,"market for hazardous waste, for incineration",CH,-0.56221624480502,kilogram,cutoff38,,,,,
959,a7bd39f266c867bd9c55ee5c702a39be,"market for hazardous waste, for incineration",Europe without Switzerland,-21.5083868663419,kilogram,cutoff38,,,,,
960,a7bd39f266c867bd9c55ee5c702a39be,"market for hazardous waste, for incineration",RoW,-44.7256293930204,kilogram,cutoff38,,,,,
961,a7f1bb1462e4b8ef5a1f70a5b933675a,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
962,a81d3a3d031e10cd80f6eff7cde909e5,"treatment of waste polyurethane, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
963,a8356757b1bb878548731db666ef7c99,"treatment of waste paperboard, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
964,a8bb77f5460b143ea855bc8da398c66e,"market for hazardous waste, for incineration",RoW,-7.91e-05,kilogram,cutoff38,,,,,
965,a8e14c003c698143fa78363ffeed1cc5,"treatment of waste glass, municipal incineration",RoW,-0.000768036640492,kilogram,cutoff38,,,,,
966,a8eae5d5fdd111a493538a24a02f7bbf,"market for hazardous waste, for incineration",RoW,-0.0002840207238532,kilogram,cutoff38,,,,,
967,a969148b420ca55e862aaa90a9c0de08,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
968,a9c3f224f8cc0c322b6f47ac655c8074,"market for hazardous waste, for incineration",Europe without Switzerland,-3.92875938244584e-06,kilogram,cutoff38,,,,,
969,a9c3f224f8cc0c322b6f47ac655c8074,"market for hazardous waste, for incineration",CH,-1.02695397868155e-07,kilogram,cutoff38,,,,,
970,a9c3f224f8cc0c322b6f47ac655c8074,"market for hazardous waste, for incineration",RoW,-8.1696613142383e-06,kilogram,cutoff38,,,,,
971,a9cf9dbbe62f31e35d984918704c7b5c,"treatment of municipal solid waste, municipal incineration with fly ash extraction",CH,-0.989999,kilogram,cutoff38,,,,,
972,aa23db51495de3b3933b967dad974044,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0041263399650129,kilogram,cutoff38,,,,,
973,aa23db51495de3b3933b967dad974044,"market for hazardous waste, for incineration",CH,-0.000107860034987,kilogram,cutoff38,,,,,
974,aa451f0fb170feb0afe6103320eeaea1,"treatment of waste wood, untreated, municipal incineration",RoW,-0.648037776664191,kilogram,cutoff38,,,,,
975,aacaad9f48f8a469f3d0a7f1aa635c59,"market for hazardous waste, for incineration",RoW,-0.0003357915400298,kilogram,cutoff38,,,,,
976,aadecf13ff84e62628d3271c5d9f9d63,"treatment of waste polystyrene, municipal incineration",RoW,-0.427746565109878,kilogram,cutoff38,,,,,
977,ab59e626bb2f2d9ccdaf9b9f97cf688c,"treatment of municipal solid waste, incineration",NL,-0.969427,kilogram,cutoff38,,,,,
978,ab7fc6b09d9c89f28110ae751b4d446b,"treatment of waste polypropylene, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
979,ad08924c432765e928df853aa9220969,"market for hazardous waste, for incineration",CH,-0.033138610199753,kilogram,cutoff38,,,,,
980,ad6cbd4e698eb4e1efacad72dddaa72c,"treatment of waste plastic, mixture, municipal incineration",RoW,-2.9133478596865e-05,kilogram,cutoff38,,,,,
981,ad6cbd4e698eb4e1efacad72dddaa72c,"treatment of municipal solid waste, incineration",ES,-0.386480156872618,kilogram,cutoff38,,,,,
982,ad6cbd4e698eb4e1efacad72dddaa72c,"market for hazardous waste, for incineration",CH,-8.43490254468796e-05,kilogram,cutoff38,,,,,
983,ad6cbd4e698eb4e1efacad72dddaa72c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0032268926554044,kilogram,cutoff38,,,,,
984,ad6cbd4e698eb4e1efacad72dddaa72c,"market for hazardous waste, for incineration",RoW,-0.0067101640812743,kilogram,cutoff38,,,,,
985,ad70c262aec3e7647b289c3e23d89326,"treatment of waste paperboard, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
986,ad7d3c42e8a415a41cc0659fccb2536a,"market for hazardous waste, for incineration",RoW,-0.0095116,kilogram,cutoff38,,,,,
987,ad99587225478d6503b2f317f123189f,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
988,ada89e2305f59eac286b2244dba8bddc,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
989,adce637b29aa12d8dad6b64a94d6b70a,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
990,add040c60d3e71f66b64149a25674747,"treatment of waste paperboard, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
991,ae245720923b039704bb91aabc99d8d7,"market for hazardous waste, for incineration",RoW,-3.5843488349584e-05,kilogram,cutoff38,,,,,
992,ae5043eab8aa3004cebaf3518b65188b,"market for hazardous waste, for incineration",RoW,-0.0156355876170758,kilogram,cutoff38,,,,,
993,ae70e79a18dee1a89062e7eb29fe8c66,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
994,ae76e9055bdf07d4a5e3806b9cc1110f,"market for hazardous waste, for incineration",Europe without Switzerland,-1.36433705328472e-06,kilogram,cutoff38,,,,,
995,ae76e9055bdf07d4a5e3806b9cc1110f,"market for hazardous waste, for incineration",CH,-3.56629467152847e-08,kilogram,cutoff38,,,,,
996,aeeb95e292433cbae2f4fbebc5a8fc9b,"treatment of waste plastic, mixture, municipal incineration",RoW,-2.75960222553748e-05,kilogram,cutoff38,,,,,
997,aeeb95e292433cbae2f4fbebc5a8fc9b,"treatment of municipal solid waste, incineration",ES,-0.366084502228483,kilogram,cutoff38,,,,,
998,aeeb95e292433cbae2f4fbebc5a8fc9b,"market for hazardous waste, for incineration",CH,-7.98976880056383e-05,kilogram,cutoff38,,,,,
999,aeeb95e292433cbae2f4fbebc5a8fc9b,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0030566003725977,kilogram,cutoff38,,,,,
1000,aeeb95e292433cbae2f4fbebc5a8fc9b,"market for hazardous waste, for incineration",RoW,-0.0063560496803834,kilogram,cutoff38,,,,,
1001,af07a7f42c4f4dbae627f9a26509434e,"treatment of waste emulsion paint, hazardous waste incineration, with energy recovery",Europe without Switzerland,-0.0914017341040462,kilogram,cutoff38,,,,,
1002,af07a7f42c4f4dbae627f9a26509434e,"treatment of waste emulsion paint, hazardous waste incineration",Europe without Switzerland,-0.0914017341040462,kilogram,cutoff38,,,,,
1003,af07a7f42c4f4dbae627f9a26509434e,"treatment of waste emulsion paint, municipal incineration",Europe without Switzerland,-0.324060693641618,kilogram,cutoff38,,,,,
1004,af506a769033e1c43ed1cdb3c2f34a5a,"market for hazardous waste, for incineration",RoW,-0.000251111289572,kilogram,cutoff38,,,,,
1005,af6330d52360e68a3ad871dafcfd87f9,"market for hazardous waste, for incineration",RoW,-2.36373748609566e-06,kilogram,cutoff38,,,,,
1006,af634a49f0ee54b4a1fc6ea6f694d15a,"market for hazardous waste, for incineration",RoW,-0.0003076600830455,kilogram,cutoff38,,,,,
1007,afc84d60eccef6ad8a8efda4b6595283,"treatment of waste graphical paper, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
1008,afe8dbbc9888105d3c1d4707e873ae8c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0020998121776518,kilogram,cutoff38,,,,,
1009,afe8dbbc9888105d3c1d4707e873ae8c,"market for hazardous waste, for incineration",CH,-5.48878223481599e-05,kilogram,cutoff38,,,,,
1010,b020e47bdbc25170ef75597a0aa3334f,"treatment of waste polypropylene, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
1011,b08d1fc52c3c480107decc73c6eedbcf,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
1012,b098de197692a5350a427890014e4b30,"treatment of waste polyethylene, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
1013,b0ce07371db41160a711f4482f31ebcb,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
1014,b1074085ece736374a6f1fe71a2a273d,"market for hazardous waste, for incineration",CH,-0.0002943510120539,kilogram,cutoff38,,,,,
1015,b11b9147002df1e8c70126e20e43ecfb,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.61001052803803,kilogram,cutoff38,,,,,
1016,b1479dcfe48c4122d3377a034fba2d48,"treatment of waste graphical paper, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
1017,b1db466e458812f9674cae2a35dcfc0d,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0104693378310269,kilogram,cutoff38,,,,,
1018,b1db466e458812f9674cae2a35dcfc0d,"market for hazardous waste, for incineration",CH,-0.000273662168973,kilogram,cutoff38,,,,,
1019,b2217a297f072615c682012289d632bd,"treatment of waste wood, untreated, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
1020,b23e01ff7b580dc0e9ffdeb30a788a59,"market for hazardous waste, for incineration",RoW,-0.0008452318357286,kilogram,cutoff38,,,,,
1021,b2a920804271d7c99f1999606f0f0587,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
1022,b2c65b9ab69a96e291f8a5a6c0c793a0,"treatment of municipal solid waste, incineration",GB,-0.648038,kilogram,cutoff38,,,,,
1023,b2e5f7e019a2edf9bf3931c6b9d24d4b,"market for hazardous waste, for incineration",RoW,-0.0010666666666666,kilogram,cutoff38,,,,,
1024,b37c68db1cf01f4c97490b0050ef4a74,"market for hazardous waste, for incineration",CH,-0.00127,kilogram,cutoff38,,,,,
1025,b3b64424cfa7e5a99b6998c254d8d484,"market for hazardous waste, for incineration",CH,-0.0003019048571805,kilogram,cutoff38,,,,,
1026,b3eb328c80d79fc59bc3f5c45f685311,"treatment of waste polystyrene, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
1027,b41dc189091a65318ada323aae7fa1c8,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
1028,b42b2049f533f6d6974b8fc8868e3b7d,"market for hazardous waste, for incineration",Europe without Switzerland,-4.15e-06,kilogram,cutoff38,,,,,
1029,b43c6060efd4c33f01fc4144ec1e9bf9,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
1030,b44a12d8ada060e743e132e26b659d24,"treatment of waste paperboard, municipal incineration",RoW,-0.933487623264238,kilogram,cutoff38,,,,,
1031,b45aea6638b6cc7f423af798bf559903,"treatment of waste polyurethane, municipal incineration with fly ash extraction",CH,-0.98999922959431,kilogram,cutoff38,,,,,
1032,b4c7ab15471a859c0f3a58533a8ef631,"market for hazardous waste, for incineration",RoW,-0.0002709875586417,kilogram,cutoff38,,,,,
1033,b4e89f8b416cd5444c7be9b4e4b59b7a,"market for hazardous waste, for incineration",Europe without Switzerland,-1.29893297015952,kilogram,cutoff38,,,,,
1034,b4e89f8b416cd5444c7be9b4e4b59b7a,"market for hazardous waste, for incineration",RoW,-2.70106702984048,kilogram,cutoff38,,,,,
1035,b54889e6f696cd85566a65ef97ea15dd,"treatment of waste paint, municipal incineration with fly ash extraction",CH,-4.8,kilogram,cutoff38,,,,,
1036,b67c041389e53a10fce1cec2187ff897,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1037,b6b3bdec73097cb972b2270abf276e0d,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0140283084871668,kilogram,cutoff38,,,,,
1038,b6b3bdec73097cb972b2270abf276e0d,"market for hazardous waste, for incineration",CH,-0.0003666915128332,kilogram,cutoff38,,,,,
1039,b6ed33e0c9fa7aa387c11a85681a4f6a,"treatment of waste polyethylene, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
1040,b6f17f3cb4422d1d6ce2907062dde88d,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
1041,b6f921e485999b61e6fd1e79307a9aaf,"market for hazardous waste, for incineration",Europe without Switzerland,-2.36373748609566e-06,kilogram,cutoff38,,,,,
1042,b7517d35db830dba15d4cb191cee1a4a,"market for hazardous waste, for incineration",RoW,-0.00011,kilogram,cutoff38,,,,,
1043,b7c20d8f4f697d9e601390b45af8903b,"treatment of waste wood, untreated, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
1044,b81233719d35fa1f017289a2c463d19a,"market for hazardous waste, for incineration",Europe without Switzerland,-1.1789184301022e-06,kilogram,cutoff38,,,,,
1045,b81233719d35fa1f017289a2c463d19a,"market for hazardous waste, for incineration",CH,-3.08162158706892e-08,kilogram,cutoff38,,,,,
1046,b8235551e6d5973a2859432a35593b1c,"market for hazardous waste, for incineration",RoW,-0.0008474993022647,kilogram,cutoff38,,,,,
1047,b83af104115b31fd1bea1a1c42fd2ca3,"treatment of waste polyethylene, municipal incineration",RoW,-0.933487623264238,kilogram,cutoff38,,,,,
1048,b8439964ef4a5863e753d039013b1083,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.61001052803803,kilogram,cutoff38,,,,,
1049,b8c977a8db23a0995c28f5fc1a3f1473,"treatment of municipal solid waste, incineration",RoW,-0.0155584,kilogram,cutoff38,,,,,
1050,b90bd3769cf4d9c5cbe8c88e99c81b84,"market for hazardous waste, for incineration",Europe without Switzerland,-15295.0,kilogram,cutoff38,,,,,
1051,b90bd3769cf4d9c5cbe8c88e99c81b84,"market for hazardous waste, for incineration",CH,-399.802064084562,kilogram,cutoff38,,,,,
